"x"
"0"
"0"
"1"
"2"
"0"
"0"
"2"
"9"
"0"
"13"
"9"
"3"
"6"
"16"
"5"
"1"
"0"
"10"
"10"
"3"
"3"
"0"
"13"
"0"
"2"
"0"
"17"
"0"
"0"
"10"
"12"
"16"
"0"
"6"
"3"
"6"
"18"
"3"
"0"
"0"
"0"
"12"
"9"
"4"
"15"
"6"
"11"
"2"
"0"
"0"
"1"
"2"
"0"
"11"
"0"
"0"
"1"
"2"
"0"
"16"
"0"
"15"
"8"
"2"
"0"
"9"
"2"
"1"
"4"
"11"
"8"
"2"
"0"
"15"
"1"
"8"
"7"
"1"
"2"
"1"
"6"
"2"
"9"
"3"
"0"
"0"
"9"
"7"
"0"
"2"
"9"
"0"
"5"
"2"
"2"
"1"
"3"
"15"
"0"
"0"
"0"
"3"
"1"
"2"
"0"
"4"
"16"
"3"
"3"
"6"
"11"
"4"
"0"
"0"
"12"
"0"
"0"
"0"
"1"
"0"
"8"
"17"
"4"
"1"
"2"
"6"
"0"
"0"
"0"
"3"
"1"
"3"
"0"
"6"
"17"
"0"
"13"
"0"
"1"
"5"
"2"
"0"
"0"
"1"
"1"
"0"
"0"
"0"
"3"
"7"
"0"
"0"
"0"
"5"
"3"
"14"
"0"
"12"
"3"
"0"
"17"
"1"
"0"
"6"
"1"
"4"
"18"
"0"
"8"
"1"
"13"
"1"
"3"
"1"
"0"
"7"
"3"
"1"
"0"
"0"
"5"
"0"
"2"
"0"
"3"
"4"
"0"
"6"
"8"
"0"
"6"
"0"
"18"
"1"
"1"
"5"
"0"
"9"
"0"
"4"
"1"
"17"
"0"
"0"
"0"
"12"
"1"
"1"
"4"
"11"
"0"
"7"
"4"
"1"
"0"
"0"
"1"
"9"
"2"
"0"
"3"
"0"
"5"
"0"
"13"
"0"
"13"
"1"
"11"
"2"
"13"
"2"
"6"
"1"
"10"
"16"
"12"
"3"
"9"
"1"
"4"
"4"
"1"
"3"
"7"
"15"
"4"
"0"
"5"
"3"
"2"
"8"
"0"
"1"
"15"
"5"
"4"
"15"
"5"
"0"
"0"
"3"
"1"
"0"
"6"
"1"
"0"
"0"
"2"
"0"
"7"
"0"
"1"
"2"
"0"
"3"
"7"
"0"
"0"
"1"
"5"
"3"
"10"
"0"
"9"
"0"
"2"
"3"
"6"
"21"
"0"
"7"
"14"
"8"
"1"
"12"
"0"
"12"
"5"
"10"
"4"
"7"
"3"
"0"
"7"
"1"
"3"
"7"
"1"
"1"
"0"
"0"
"6"
"0"
"15"
"12"
"0"
"6"
"5"
"14"
"4"
"6"
"4"
"0"
"6"
"10"
"5"
"14"
"10"
"4"
"4"
"0"
"3"
"4"
"2"
"2"
"7"
"7"
"4"
"3"
"12"
"1"
"7"
"9"
"3"
"0"
"9"
"1"
"3"
"3"
"4"
"3"
"1"
"1"
"3"
"7"
"4"
"6"
"0"
"10"
"6"
"10"
"0"
"7"
"7"
"5"
"1"
"1"
"3"
"0"
"7"
"9"
"3"
"0"
"1"
"0"
"7"
"0"
"7"
"8"
"3"
"0"
"8"
"2"
"16"
"1"
"7"
"4"
"5"
"18"
"7"
"8"
"0"
"6"
"0"
"2"
"0"
"0"
"13"
"6"
"1"
"1"
"0"
"7"
"3"
"6"
"3"
"4"
"7"
"3"
"0"
"0"
"6"
"6"
"8"
"5"
"2"
"6"
"5"
"5"
"1"
"4"
"7"
"20"
"1"
"14"
"1"
"5"
"0"
"0"
"9"
"13"
"8"
"13"
"14"
"0"
"2"
"11"
"1"
"1"
"7"
"0"
"3"
"0"
"0"
"0"
"12"
"17"
"9"
"0"
"3"
"3"
"10"
"0"
"9"
"5"
"9"
"0"
"7"
"8"
"0"
"8"
"5"
"9"
"6"
"2"
"0"
"7"
"6"
"3"
"3"
"0"
"1"
"7"
"9"
"10"
"2"
"5"
"5"
"5"
"2"
"2"
"2"
"9"
"1"
"0"
"1"
"1"
"2"
"7"
"1"
"1"
"0"
"0"
"6"
"6"
"0"
"4"
"11"
"1"
"12"
"5"
"3"
"6"
"7"
"2"
"6"
"11"
"0"
"0"
"2"
"11"
"0"
"3"
"3"
"0"
"0"
"1"
"1"
"2"
"4"
"0"
"0"
"7"
"5"
"2"
"0"
"6"
"9"
"5"
"0"
"0"
"2"
"0"
"12"
"1"
"11"
"0"
"1"
"5"
"0"
"13"
"5"
"0"
"0"
"10"
"0"
"2"
"5"
"6"
"8"
"0"
"1"
"0"
"1"
"12"
"0"
"0"
"4"
"7"
"0"
"6"
"0"
"9"
"0"
"3"
"1"
"3"
"8"
"0"
"15"
"0"
"2"
"4"
"0"
"11"
"1"
"9"
"21"
"11"
"13"
"0"
"0"
"3"
"3"
"4"
"12"
"11"
"0"
"0"
"3"
"5"
"14"
"13"
"2"
"0"
"13"
"1"
"2"
"2"
"5"
"3"
